event_name,group_name,attendees,category,venue_event_link,event_street,Google_Map_Link,event_lat,event_lng,address,city_id
FRIDAY PICKUP COED SOCCER GAME (SOCCEROOF BROOKLYN) 730PM,NYC Soccer (Brooklyn),3,Sports & Fitness,https://www.meetup.com/nycsoccerbrooklyn/events/275812443,14b 53rd St 3rd floor,https://www.google.com/maps/search/api=1&query=Socceroof%2C+14b+53rd+St+3rd+floor%2C+Brooklyn%2C+NY%2C+11232%2C+us&query_place_id=ChIJrfgrMK9awokR-Z5O20hCD3w,40.713944,-73.967876,"14b 53rd St 3rd floor Brooklyn, NY",109
Outdoor No Equipment Training,No Equipments Outdoor Workouts,1,Sports & Fitness,https://www.meetup.com/meetup-group-VVgRhGLM/events/275848408,Washington Square,https://www.google.com/maps/search/api=1&query=Washington+Square+Park%2C+Washington+Square%2C+New+York%2C+NY%2C+10012%2C+us&query_place_id=ChIJjX494pBZwokRGH620d9eYfo,42.6622728,-73.7695467,"Washington Square New York, NY",140
Weekend cricket session with hard tennis balls,Play Cricket In Manhattan,1,Sports & Fitness,https://www.meetup.com/meetup-group-ZZHofhtn/events/275827104,East River Promenade,https://www.google.com/maps/search/api=1&query=East+River+Park+Field+%234%2C+East+River+Promenade%2C+New+York%2C+NY%2C+10002%2C+us&query_place_id=ChIJnXp5YXxZwokR-TK-eMpca74,41.047597,-73.84874599999998,"East River Promenade New York, NY",140
"Studio & Lighting: Feb 24 - Mar 10, Wednesdays 6:00 PM-9:15 PM. In person.",PhotoManhattan - Photography classes NYC & Free Exhibits,1,Photography,https://www.meetup.com/photography-classes-nyc/events/274851102,51 W 14th St #3r,https://www.google.com/maps/search/api=1&query=40.737290%2C-73.995834,42.7245634,-73.7009225,"51 W 14th St #3r New York, NY",140
Lets meet some wolves ,A little bit of this and a little of that,25,Food & Drink,https://www.meetup.com/A-little-bit-of-this-and-a-little-of-that/events/275427276,89 Mount Pleasant Road,https://www.google.com/maps/search/api=1&query=89+Mount+Pleasant+Road%2C+Columbia%2C+NJ%2C+07832%2C+us,39.6378952,-74.6987704,"89 Mount Pleasant Road Columbia, NJ",19
Tequilla & Mezcal Tasting (Heated Outdoor Patio),Wine Events and Other Socials,12,Food & Drink,https://www.meetup.com/Affordable-Wine-Tastings-and-Social-for-Beginners/events/275908852,75A 5th Ave,https://www.google.com/maps/search/api=1&query=40.680400%2C-73.977554,40.6787276,-73.9787312,"75A 5th Ave Brooklyn, NY",109
Wine and Chocolate at Le Prive,Wine and Chocolate,12,Food & Drink,https://www.meetup.com/meetup-group-fnuzmite/events/275581098,626 10th Ave,https://www.google.com/maps/search/api=1&query=40.761124%2C-73.994040,40.7127281,-74.0060152,"626 10th Ave New York, NY",140
New Year Wine & Design Wine glass painting),New Jersey Foodies & Drinkies,6,Food & Drink,https://www.meetup.com/New-Jersey-Foodies-Drinkies/events/275313732,151 Front St,https://www.google.com/maps/search/api=1&query=40.790756%2C-74.058950,40.790722,-74.058921,"151 Front St Secaucus, NJ",78
Vegan Trifecta in Greenpoint,NYC Vegans,101,Food & Drink,https://www.meetup.com/nycvegans/events/269358168,620 Manhattan Ave,https://www.google.com/maps/search/api=1&query=40.723590%2C-73.950500,40.6979098,-73.9991942,"620 Manhattan Ave Brooklyn, NY",109
Learn to Make Mochi,Culinary Enthusiasts of NYC,1,Food & Drink,https://www.meetup.com/Culinary-Enthusiasts-of-NYC/events/275831778,116 E 7th Street,https://www.google.com/maps/search/api=1&query=40.726299%2C-73.984497,40.726315,-73.984697,"116 E 7th Street New York, NY",140
Steele Wool by Frank A. Cappello,Oddball Cinema,1,Film,https://www.meetup.com/Oddball-Cinema/events/275407602,433 E 6th St,https://www.google.com/maps/search/api=1&query=40.725964%2C-73.984620,40.7127281,-74.0060152,"433 E 6th St New York, NY",140
Sanskrit Vocab 101 for Kundalini meditation yoga ayurveda by Joshi ,Kundalini Chakra Mindful Meditation Yoga Ayurveda Bookclub,1,Book Clubs,https://www.meetup.com/New-York-Meditation-Yoga-Kundalini-Meetup-Group-by-Joshi/events/275836399,270 Greenwich Street Cafe Level,https://www.google.com/maps/search/api=1&query=270+Greenwich+Street%2C+New+York%2C+NY%2C+10007%2C+us,41.2554602,-73.57930259999998,"270 Greenwich Street Cafe Level New York, NY",140
BROOKLYN Smutty Book Club - ,Brooklyn Smutty Book Club,2,Book Clubs,https://www.meetup.com/BROOKLYN-Smutty-Book-Club/events/274809254,273 13th Street,https://www.google.com/maps/search/api=1&query=40.666683%2C-73.987846,40.6501038,-73.9495823,"273 13th Street Brooklyn, NY",109
Rockin' Knitters -  Virtual meetings until further notice,Rockin' Knitters  Meetup Group,4,Hobbies & Crafts,https://www.meetup.com/Rockinknitters-Meetup-Group/events/275229623,1023 Stuyvesant Ave,https://www.google.com/maps/search/api=1&query=40.696686%2C-74.268845,40.6962983,-74.27050759999999,"1023 Stuyvesant Ave Union, NJ",88
"[ONLINE] This week only, starts 11 am: Presidential transition; Union@Google.com",Current Events Coffee - NYC,16,Social,https://www.meetup.com/Current-Events-Coffee/events/275393093,Internet,https://www.google.com/maps/search/api=1&query=40.699646%2C-74.041466,42.7454364,-73.7592017,"Internet New York, NY",140
"Winter Hike Series: Hudson River Greenway, Battery Park to Riverside Park ",PLACES NYC,59,Social,https://www.meetup.com/placesnyc/events/275538899,Hudson River Greenway,https://www.google.com/maps/search/api=1&query=40.711903%2C-74.014694,40.7861275,-73.9846061,"Hudson River Greenway New York, NY",140
Museum of Ice Cream- TBD,Classy Dimes NYC ,4,Social,https://www.meetup.com/classy-dimes-nyc/events/275615173,558 Broadway Avenue,https://www.google.com/maps/search/api=1&query=558+Broadway+Avenue%2C+New+York+%2C+NY%2C+10012%2C+us,40.6766891,-73.90072420000001,"558 Broadway Avenue New York , NY",141
Chess Meetup!  - Play Hoboken! ,"Coffee, Beer and Chess - Jersey City/Hoboken",5,Social,https://www.meetup.com/jerseychess/events/275828886,1012 Grand St,https://www.google.com/maps/search/api=1&query=40.750076%2C-74.032990,40.7433066,-74.0323752,"1012 Grand St Hoboken, NJ",35
UNDERGROUND NEW YORK CITY  (Private Group Tour),"The New York City Social Group (20,000+ members!)",5,Social,https://www.meetup.com/NYC-Social/events/268950829,38 Park Row #4,https://www.google.com/maps/search/api=1&query=40.711586%2C-74.006680,40.7116774,-74.0065372,"38 Park Row #4 New York, NY",140
VIRTUAL Monthly Potluck,"Old, Weird & Don't Care Who Knows It",10,Social,https://www.meetup.com/Old-Weird-Dont-Care-Who-Knows-It/events/275236615,(Mickey will email or private message full sign-in information for this video conference.),https://www.google.com/maps/search/api=1&query=40.678177%2C-73.944160,40.693601,-73.997609,"(Mickey will email or private message full sign-in information for this video conference.) Brooklyn, NY",109
Speed Dating (21-39 years olds) - VIRTUAL,20s and 30s Going Out Group of Philly,10,Social,https://www.meetup.com/20s-and-30s-Going-Out-Group-of-Philly/events/275588805,Online,https://www.google.com/maps/search/api=1&query=Online%2C+New+York%2C+ny%2C+10001%2C+us,40.6988321,-73.9946772,"Online New York, NY",140
Vision Board 2021,Flawless Ladies of NYC,11,Social,https://www.meetup.com/Flawlessladies-of-NYC/events/275856902,TBD,https://www.google.com/maps/search/api=1&query=TBD%2C+TBD%2C+NY%2C+10001%2C+us,43.00035,-75.4999,"TBD TBD, NY",165
Chrono and Cofee meetup!,Chrono And Coffee NYC,1,Social,https://www.meetup.com/chrono-and-coffee-nyc/events/275838092,422 Avenue P,https://www.google.com/maps/search/api=1&query=40.608790%2C-73.971760,40.608873,-73.971737,"422 Avenue P Brooklyn , NY",110
Health-ier Monday: Dinner at XYST (Mediterranean-Inspired Vegan),NYC,4,Social,https://www.meetup.com/NYC-Lets-Do-Things-After-Work-20s-and-30s/events/269315957,44 W 17th St,https://www.google.com/maps/search/api=1&query=40.738667%2C-73.994500,40.738444,-73.993328,"44 W 17th St New York, NY",140
Sip.Create.SingYourHeartOut,Sip & Socialize,27,Social,https://www.meetup.com/SIP-SHOP-AND-SOCIALIZE/events/264868497,275 E Grand Ave,https://www.google.com/maps/search/api=1&query=40.608810%2C-74.267690,40.6061435,-74.27650990000002,"275 E Grand Ave Rahway, NJ",72
Brooklyn House Of Comedy WCW: Wednesday Comedy Workout Comedy Open Mic,NYC Indie Comedy Scene,1,Social,https://www.meetup.com/Brooklyn-Stand-up-comedy-show-Meetup-Group/events/275896116,211 Putnam Ave,https://www.google.com/maps/search/api=1&query=Brooklyn+House+Of+Comedy%2C+211+Putnam+Ave%2C+Brooklyn%2C+NY%2C+11216%2C+us&query_place_id=ChIJMUYXLZdbwokRd8zjcTaoQQc,40.683701,-73.953664,"211 Putnam Ave Brooklyn, NY",109
"Mix & Mingle Meetup (Drink Specials, Ice Breakers)",NYC Fun & Social Singles!,3,Social,https://www.meetup.com/NYC-Fun-Social-Singles/events/275154463,60 E 41st St,https://www.google.com/maps/search/api=1&query=Stout+NYC+%7E+Grand+Central%2C+60+E+41st+St%2C+New+York%2C+NY%2C+10017%2C+us&query_place_id=ChIJTaNaDAFZwokRcQPOZA4DXhM,40.751774,-73.97926600000002,"60 E 41st St New York, NY",140
Super Secret Comedy Experience - A LaughEasy Production,Free Drink and Free Stand-Up Comedy Show,1,Social,https://www.meetup.com/New-York-Underground-Stand-Up-Comedy-Meetup/events/275899866,77 E 7th St,https://www.google.com/maps/search/api=1&query=40.727444%2C-73.986305,40.727339,-73.986802,"77 E 7th St New York, NY",140
***Korean Holiday Dinner with NYC Girlfriends at The Bann***,NYC Girlfriend Get-Togethers,23,Social,https://www.meetup.com/NYC-Girlfriend-Get-Togethers/events/274426830,350 W 50th St,https://www.google.com/maps/search/api=1&query=40.762880%2C-73.987976,40.7127281,-74.0060152,"350 W 50th St New York, NY",140
Thursdays nights at Avenue,NYC Party,1,Social,https://www.meetup.com/meetup-group-IBRUrHMn/events/275903213,116 10th Ave,https://www.google.com/maps/search/api=1&query=Avenue%2C+116+10th+Ave%2C+New+York%2C+NY%2C+10011%2C+us&query_place_id=ChIJe4WSV8dZwokRZbIzXHt6-j4,40.7127281,-74.0060152,"116 10th Ave New York, NY",140
A WINTER WARMING MALBEC SATURDAY WINE TASTING PART 2,Bay Ridge Friends,1,Social,https://www.meetup.com/bayridgefriends/events/275852084,405 W 44th St,https://www.google.com/maps/search/api=1&query=40.760090%2C-73.992110,40.759843,-73.99173499999998,"405 W 44th St New York, NY",140
Incredible New Features in Photoshop  and Amazing New Apps from Markzware,Adobe InDesign User Group of New Jersey,10,Tech,https://www.meetup.com/Adobe-INDUG-InDesign-User-Group/events/275732091,1000 Morris Ave,https://www.google.com/maps/search/api=1&query=40.678790%2C-74.232350,40.6839649,-74.2380355,"1000 Morris Ave Union, NJ",88
Liberty State Park Ride,"ESK8 Hoboken, Jersey City Group Ride",1,Tech,https://www.meetup.com/ESK8-Hoboken-Jersey-City-Group-Ride/events/275830546,1 Marin Blvd,https://www.google.com/maps/search/api=1&query=40.711445%2C-74.042969,40.711898,-74.04348,"1 Marin Blvd Jersey City, NJ",37
Management by the Movies!,IBMi for Power Systems - Built for Business - NESTU -NJ,1,Tech,https://www.meetup.com/IBMi-for-Power-Systems-Built-for-Business-NESTU-NJ/events/275917442,111 US-46,https://www.google.com/maps/search/api=1&query=111+US-46%2C+Parsippany%2C+NJ%2C+us,40.8578772,-74.42598659999999,"111 US-46 Parsippany, NJ",66
West Orange Breastfeeding Support Group,West Orange New Moms Meetup,1,Family,https://www.meetup.com/West-Orange-New-Moms-Meetup/events/275886460,253 Main St,https://www.google.com/maps/search/api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,40.7987113,-74.2390353,"253 Main St West Orange, NJ",93
Sunday Morning Prenatal Yoga,West Orange Pregnancy Meetup,1,Family,https://www.meetup.com/West-Orange-Pregnancy-Meetup/events/275824180,253 Main St,https://www.google.com/maps/search/api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,40.7987113,-74.2390353,"253 Main St West Orange, NJ",93
My Gym Little Bundles Classes,JCFamilies,1,Family,https://www.meetup.com/JCFamilies/events/275886037,252 9th St,https://www.google.com/maps/search/api=1&query=My+Gym+Jersey+City%2C+252+9th+St%2C+Jersey+City%2C+NJ%2C+07302%2C+us&query_place_id=ChIJ4zCr0U1XwokRIuPy2hdo2Yo,40.728409,-74.04449100000002,"252 9th St Jersey City, NJ",37
Come Meet Other New Moms & Babies!,The Mothers' Club,1,Family,https://www.meetup.com/The-Mothers-Club/events/275910530,368 Main Street,https://www.google.com/maps/search/api=1&query=368+Main+Street%2C+Chatham%2C+NJ%2C+us,40.7409242,-74.38367109999999,"368 Main Street Chatham, NJ",14
Lets meet some wolves ,A little bit of this and a little of that,25,Food & Drink,https://www.meetup.com/A-little-bit-of-this-and-a-little-of-that/events/275427276,89 Mount Pleasant Road,https://www.google.com/maps/search/api=1&query=89+Mount+Pleasant+Road%2C+Columbia%2C+NJ%2C+07832%2C+us,39.6378952,-74.6987704,"89 Mount Pleasant Road Columbia, NJ",19
New Year Wine & Design Wine glass painting),New Jersey Foodies & Drinkies,6,Food & Drink,https://www.meetup.com/New-Jersey-Foodies-Drinkies/events/275313732,151 Front St,https://www.google.com/maps/search/api=1&query=40.790756%2C-74.058950,40.790722,-74.058921,"151 Front St Secaucus, NJ",78
"Tuesdays are our regularly scheduled rehearsals, guests are welcome.",Dapper Dans of Harmony,2,Music,https://www.meetup.com/Dapper-Dans-of-Harmony/events/275874884,326 Bloomfield Ave,https://www.google.com/maps/search/api=1&query=326+Bloomfield+Ave%2C+Caldwell%2C+NJ%2C+us,40.8338301,-74.27274940000002,"326 Bloomfield Ave Caldwell, NJ",12
Thursday Night Weekly Jam  -- 6 to 8pm,JC Studios Music Jam,1,Music,https://www.meetup.com/JC-Studios-Music-Jam/events/275918414,143 Christopher Columbus Dr,https://www.google.com/maps/search/api=1&query=40.719975%2C-74.045036,40.71704,-74.03389,"143 Christopher Columbus Dr Jersey City, NJ",37
Raise Funds & Spirits! Lincoln Day Dinner 2021,Dennis Prager Fan Club,1,Movements,https://www.meetup.com/dennis-prager-fan-club/events/275773533,118 US-46,https://www.google.com/maps/search/api=1&query=40.869053%2C-74.307460,40.2050878,-74.2135004,"118 US-46 Fairfield, NJ",24
LGBT Women ,Come Out & Talk LGBT Females Forty & Up,2,LGBTQ,https://www.meetup.com/Come-Out-Talk-LGBT-Females-Forty-Up/events/275919245,600 Ridgewood Rd,https://www.google.com/maps/search/api=1&query=600+Ridgewood+Rd%2C+Maplewood%2C+NJ%2C+07040%2C+us,40.730753,-74.2826,"600 Ridgewood Rd Maplewood, NJ",43
Crossroads Christian Fellowship Super Bowl Mens Breakfast.,Central Jersey Christian Singles Social Meetup,2,Beliefs,https://www.meetup.com/Central-Jersey-Christian-social-Meetup/events/275837361,2815 Morris Ave,https://www.google.com/maps/search/api=1&query=40.707382%2C-74.299210,40.6839649,-74.2380355,"2815 Morris Ave Union, NJ",88
Public Conference in English,A.I.G.A. American Institute of Gnostic Anthropology,2,Beliefs,https://www.meetup.com/A-I-G-A-American-Institute-of-Gnostic-Anthropology/events/275664323,507 43RD TS. 7th floor,https://www.google.com/maps/search/api=1&query=507+43RD+TS.+7th+floor%2C+UNION+CITY%2C+nj%2C+07087%2C+us,40.756548,-74.039673,"507 43RD TS. 7th floor UNION CITY, NJ",87
Sunday Spiritualist Service,Inner Spiritual Center Meetup,1,Beliefs,https://www.meetup.com/Inner-Spiritual-Center-Meetup/events/275826050,333A Route 46 West Suite 255,https://www.google.com/maps/search/api=1&query=333A+Route+46+West%2C+Fairfield%2C+nj%2C+07004%2C+us,40.879828,-74.29535,"333A Route 46 West Suite 255 Fairfield, NJ",24
Sunday Worship In-Person Service,Change Makers International Assembly,1,Beliefs,https://www.meetup.com/Change-Makers-Assembly/events/275833731,619 Midland Ave,https://www.google.com/maps/search/api=1&query=40.885551%2C-74.101540,40.8666965,-74.10556120000003,"619 Midland Ave Garfield, NJ",26
Tuesday Evening Bible Study (Newport),Bible Study on Deeper Questions,1,Beliefs,https://www.meetup.com/ChristianityOriginal/events/275875731,535 Washington Blvd. ,https://www.google.com/maps/search/api=1&query=40.727287%2C-74.034660,40.730651,-74.034539,"535 Washington Blvd.  Jersey City, NJ",37
Weekly Weds Figure Drawing- 1/5/10/20 minute poses!,Jersey City Artists,2,Arts,https://www.meetup.com/Jersey-City-Artists/events/275733289,29 McWilliams Pl.,https://www.google.com/maps/search/api=1&query=29+McWilliams+Pl.%2C+Jersey+City%2C+NJ%2C+us,40.72762700000001,-74.044072,"29 McWilliams Pl. Jersey City, NJ",37
Salsa & Bachata Dance Workshop And Social! No Partner Option!,The Salsa Latin & Ballroom Dance Group,11,Dance,https://www.meetup.com/njsalsadance/events/275754384,289 Stuyvesant Ave 2nd floor,https://www.google.com/maps/search/api=1&query=40.813976%2C-74.126880,40.813749,-74.12650500000002,"289 Stuyvesant Ave 2nd floor Lyndhurst, NJ",41
Hustle Class - Intermediate,New York/New Jersey Hustle Dancing Meetup,1,Dance,https://www.meetup.com/New-York-New-Jersey-Hustle-Dancing-Meetup/events/275876804,7 High St,https://www.google.com/maps/search/api=1&query=Starlight+Dance+Center%2C+7+High+St%2C+Nutley%2C+NJ%2C+07110%2C+us&query_place_id=ChIJozXc0mX_wokRFtJd-Zo17q0,40.8223223,-74.15986629999998,"7 High St Nutley, NJ",60
Daytime Ballroom Social for Seniors,The New York Ballroom Dance Meetup,1,Dance,https://www.meetup.com/ny-ballroom-dance/events/275866067,7 High St,https://www.google.com/maps/search/api=1&query=40.825237%2C-74.153900,40.8223223,-74.15986629999998,"7 High St Nutley, NJ",60
FUNdamentals of Foxtrot/Cha Cha - All Levels Welcome,"Jersey City Dancing - Ballroom, Latin, Swing, Tango & More!",1,Dance,https://www.meetup.com/jerseycityballroom/events/275920985,"189 Brunswick St, 3rd Floor",https://www.google.com/maps/search/api=1&query=40.726357%2C-74.050415,40.723147,-74.042526,"189 Brunswick St, 3rd Floor Jersey City, NJ",37
Rockin' Knitters -  Virtual meetings until further notice,Rockin' Knitters  Meetup Group,4,Hobbies & Crafts,https://www.meetup.com/Rockinknitters-Meetup-Group/events/275229623,1023 Stuyvesant Ave,https://www.google.com/maps/search/api=1&query=40.696686%2C-74.268845,40.6962983,-74.27050759999999,"1023 Stuyvesant Ave Union, NJ",88
Breakfast @Toast,"NJ Ladies - Create, Travel & Dine Together",4,Social,https://www.meetup.com/Create-Travel-Dine-Together-Ladies-Only/events/275836201,700 Bloomfield Ave,https://www.google.com/maps/search/api=1&query=40.818000%2C-74.223076,40.8126955,-74.21634300000002,"700 Bloomfield Ave Montclair, NJ",52
Chess Meetup!  - Play Hoboken! ,"Coffee, Beer and Chess - Jersey City/Hoboken",5,Social,https://www.meetup.com/jerseychess/events/275828886,1012 Grand St,https://www.google.com/maps/search/api=1&query=40.750076%2C-74.032990,40.7433066,-74.0323752,"1012 Grand St Hoboken, NJ",35
