,state,city,category,event_name,group_name,attendees,lat,lng,population,venue_event_link,event_state,event_city,event_street,Google_Map_Link
733,NJ,Fort Lee,LGBTQ,"Book to be discussed:  ""Swimming in the Dark"" by Tomasz Jedrowski",NYC Gay Guys' Book Club,16,40.8509,-73.9712,38605,https://www.meetup.com/NYC-Gay-Guys-Book-Club/events/268036229,NY,Manhattan,425 Avenue of the Americas (Sixth Avenue and 10th Street,https://www.google.com/maps/search/?api=1&query=40.734240%2C-73.999084
734,NJ,Fort Lee,LGBTQ,"Book to be discussed: ""The White Guard"" by Mikhail Bulgakov",The Third Monday Gay Men's Book Club,6,40.8509,-73.9712,38605,https://www.meetup.com/The-Third-Monday-Gay-Guys-Book-Club/events/275709827,NY,New York,939 Lexington Avenue (between E. 68th & E. 69th Streets),https://www.google.com/maps/search/?api=1&query=40.767810%2C-73.962010
735,NJ,Fort Lee,LGBTQ,Black Lotus Project: A Virtual Gathering of Black Bisexual+ Men,NYC Tri-State Area Bisexual+ SGL Queer & Questioning Meetup,6,40.8509,-73.9712,38605,https://www.meetup.com/bisexual-nyc/events/275652731,NY,New York,Virtual Online Meeting,https://www.google.com/maps/search/?api=1&query=Virtual+Online+Meeting%2C+New+York%2C+ny%2C+10001%2C+us
736,NJ,Fort Lee,Sci-Fi & Games,Thursday Gaming!,NYC VTES,1,40.8509,-73.9712,38605,https://www.meetup.com/nyc-vtes/events/275919850,NY,New York,115 W 45th St,https://www.google.com/maps/search/?api=1&query=115+W+45th+St%2C+New+York%2C+NY%2C+10036%2C+us
737,NJ,Fort Lee,Sci-Fi & Games,Weekly at Helix,"NYC/NJ ANIME, SONICBOXX GAMING, COSPLAY, KARAOKE EVENTS,",1,40.8509,-73.9712,38605,https://www.meetup.com/Sonicboxx/events/275832966,NJ,North Bergen,3167 John F. Kennedy Blvd,https://www.google.com/maps/search/?api=1&query=40.776371%2C-74.033180
738,NJ,Fort Lee,Sci-Fi & Games,Gotham Go Group - Tuesdays at the Hungarian,NY Mostly Go Club,1,40.8509,-73.9712,38605,https://www.meetup.com/mostlygo/events/275872846,NY,New York,Amsterdam Ave. between 110 - 111th Streets,https://www.google.com/maps/search/?api=1&query=40.800430%2C-73.965714
740,NJ,Fort Lee,Sci-Fi & Games,Tuesday Night Settlers of Catan,NYC Settlers of Catan Meetup Group,1,40.8509,-73.9712,38605,https://www.meetup.com/SettlersNYC/events/275873896,NY,New York,"1551 3rd Avenue, New York, NY 10128",https://www.google.com/maps/search/?api=1&query=40.779690%2C-73.952911
741,NJ,Fort Lee,Sci-Fi & Games,D&D 5E - Adventurers League,The NYC Dungeons & Dragons Meetup Group,1,40.8509,-73.9712,38605,https://www.meetup.com/NYC-DND/events/269487570,NY,New York,11 East 33rd Street,https://www.google.com/maps/search/?api=1&query=11+East+33rd+Street%2C+New+York%2C+NY%2C+10016%2C+us
742,NJ,Fort Lee,Sci-Fi & Games,NLH poker game 1/3,NY NL Holdem game,1,40.8509,-73.9712,38605,https://www.meetup.com/NYC-Home-Holdem-game/events/275899187,NY,Manhattan,Manhattan,https://www.google.com/maps/search/?api=1&query=Manhattan%2C+Manhattan%2C+NY%2C+10036%2C+us
743,NJ,Fort Lee,Sci-Fi & Games,"Free Poker Monday at City Lounge in Lyndhurst, NJ - monthly prizes & more!",WorldFreePoker.com,1,40.8509,-73.9712,38605,https://www.meetup.com/worldfreepoker/events/275854187,NJ,Lyndhurst,455 Valley Brook Ave,https://www.google.com/maps/search/?api=1&query=City+Lounge%2C+455+Valley+Brook+Ave%2C+Lyndhurst%2C+NJ%2C+07071%2C+us&query_place_id=ChIJ3Ro4kwBWwokRZj3tub1WHU8
744,NJ,Fort Lee,Sci-Fi & Games,Modern Masters:  TBD,The Science Fiction Society of Northern New Jersey,2,40.8509,-73.9712,38605,https://www.meetup.com/science-fiction-society-northern-nj/events/275921294,NJ,Paramus,770 Rt. 17 North,https://www.google.com/maps/search/?api=1&query=770+Rt.+17+North%2C+Paramus%2C+NJ%2C+us
745,NJ,Fort Lee,Sci-Fi & Games,Fundraiser for Cosplay Workshop EVENTS,Crystal Manga Cafe,1,40.8509,-73.9712,38605,https://www.meetup.com/Crystal-Manga-Cafe/events/275896949,NY,TBA,TBA,https://www.google.com/maps/search/?api=1&query=TBA%2C+TBA%2C+NY%2C+us
746,NJ,Fort Lee,Sci-Fi & Games,Thursday Poker Game NLH $1-3 8:30pm,New York Poker Club - Queens Flushing,1,40.8509,-73.9712,38605,https://www.meetup.com/new-york-poker-club-queens-flushing/events/275922158,NE,Queens,"36-51 Main St, Queens, NY 11354",https://www.google.com/maps/search/?api=1&query=36-51+Main+St%2C+Queens%2C+NY+11354%2C+Queens%2C+Ne%2C+11354%2C+us
747,NJ,Fort Lee,Sci-Fi & Games,$2-5 NL Holdem (with potential for late night PLO),Williamsburg Poker Club - Brooklyn's Best Low Stakes Game!,1,40.8509,-73.9712,38605,https://www.meetup.com/Williamsburg-Poker-Club-The-Best-and-Most-Fun-Poker-Game/events/275855766,NY,Brooklyn,Email or text,https://www.google.com/maps/search/?api=1&query=Email+or+text%2C+Brooklyn%2C+NY%2C+11206%2C+us
748,NJ,Fort Lee,Sci-Fi & Games,Open Gaming & Game Club: Wingspan!,"Today, After Work (Board Games)",0,40.8509,-73.9712,38605,https://www.meetup.com/After-Work-Board-Games/events/275919699,NY,New York,119 Chambers St,https://www.google.com/maps/search/?api=1&query=Brooklyn+Game+Lab%2C+119+Chambers+St%2C+New+York%2C+NY%2C+10007%2C+us&query_place_id=ChIJ69nvlGlbwokRFDb3ibx9Q1Y
749,NJ,Fort Lee,Arts,BYOB PAINT NIGHT ,Art Parties and Art Therapy,1,40.8509,-73.9712,38605,https://www.meetup.com/fairview-art-therapy-meetup-group/events/275774394,NJ,Fairview,394 Walker St,https://www.google.com/maps/search/?api=1&query=40.817436%2C-73.996670
750,NJ,Fort Lee,Arts,Sip and Paint Valentines Day Pet Portrait Fun Party at Barking Dog,New York Pets and Fun Paint Party Meetup,1,40.8509,-73.9712,38605,https://www.meetup.com/New-York-Pets-Fun-Paint-Party-Meetup/events/275688279,NY,New York,1678 3rd Ave,https://www.google.com/maps/search/?api=1&query=Barking+Dog%2C+1678+3rd+Ave%2C+New+York%2C+NY%2C+10128%2C+us&query_place_id=ChIJfWR-y6VYwokRWrgtJnJvfYU
751,NJ,Fort Lee,Arts,FREE- OPEN STAGE - The Original NYC Talent show,The Original NYC Talent Show,3,40.8509,-73.9712,38605,https://www.meetup.com/The-Original-NYC-Talent-Show/events/275837731,NY,Queens,10-93 Jackson Ave,https://www.google.com/maps/search/?api=1&query=40.743229%2C-73.951668
752,NJ,Fort Lee,Arts,ART-FULL MEMBERS ONLY: February Brunch & Culture Outing: The Whitney Museum,Women of Culture NYC,3,40.8509,-73.9712,38605,https://www.meetup.com/WomenofcultureNYC/events/275880021,NY,New York,765 Washington St,https://www.google.com/maps/search/?api=1&query=Entwine%2C+765+Washington+St%2C+New+York%2C+NY%2C+10014%2C+us&query_place_id=ChIJ-97gwepZwokR9g3gqA5kl7s
754,NJ,Fort Lee,Arts,Mind Your Manners Secret Speakeasy Sun Jan 24th 2021 7pm,NY Steampunk - Artists & Enthusiasts,1,40.8509,-73.9712,38605,https://www.meetup.com/steampunk/events/275520135,NE,New York,"177 Prince St, New York, NY 10012",https://www.google.com/maps/search/?api=1&query=177+Prince+St%2C+New+York%2C+NY+10012%2C+New+York%2C+Ne%2C+10012%2C+us
755,NJ,Fort Lee,Arts,Weekly Weds Figure Drawing- 1/5/10/20 minute poses!,Jersey City Artists,2,40.8509,-73.9712,38605,https://www.meetup.com/Jersey-City-Artists/events/275733289,NJ,Jersey City,29 McWilliams Pl.,https://www.google.com/maps/search/?api=1&query=29+McWilliams+Pl.%2C+Jersey+City%2C+NJ%2C+us
757,NJ,Fort Lee,Hobbies & Crafts,Creating Art,The New York City Crochet/Knitting Meetup Group,3,40.8509,-73.9712,38605,https://www.meetup.com/crochet-471/events/275865143,NY,New York,158 E 115th St,https://www.google.com/maps/search/?api=1&query=East+Harlem+Neighborhood+Health+Action+Center%2C+158+E+115th+St%2C+New+York%2C+NY%2C+10029%2C+us&query_place_id=ChIJcdWICQb2wokR5p1lcQLBd9I
759,NJ,Fort Lee,Social,Winter Hike Series: Central Park Full Loop,PLACES NYC,83,40.8509,-73.9712,38605,https://www.meetup.com/placesnyc/events/275567902,NY,New York,Grand Army Plaza,https://www.google.com/maps/search/?api=1&query=Grand+Army+Plaza%2C+Grand+Army+Plaza%2C+New+York%2C+NY%2C+10019%2C+us&query_place_id=ChIJ36kJb_BYwokROPefLSa2Knk
762,NJ,Fort Lee,Social,Central Park Hike | Winter Walk @ Strawberry Fields Forever ,Evenings and Weekends in New York City,33,40.8509,-73.9712,38605,https://www.meetup.com/E-W-N-Y-C/events/275551803,NY,New York,102 W 73rd St,https://www.google.com/maps/search/?api=1&query=40.778040%2C-73.978680
763,NJ,Fort Lee,Social,"All My Single Ladies, All My Single Ladies! Let's Brunch!","NJ Ladies - Create, Travel & Dine Together",3,40.8509,-73.9712,38605,https://www.meetup.com/Create-Travel-Dine-Together-Ladies-Only/events/275835687,NJ,Rutherford,40 Park Ave,https://www.google.com/maps/search/?api=1&query=40.828106%2C-74.102615
764,NJ,Fort Lee,Social,Vision Board 2021,Flawless Ladies of NYC,11,40.8509,-73.9712,38605,https://www.meetup.com/Flawlessladies-of-NYC/events/275856902,NY,TBD,TBD,https://www.google.com/maps/search/?api=1&query=TBD%2C+TBD%2C+NY%2C+10001%2C+us
765,NJ,Fort Lee,Social,"Urban Exploration (Lower Manhattan, Brooklyn Bridge and Dumbo ",Gilligan's Adventures,26,40.8509,-73.9712,38605,https://www.meetup.com/GilligansAdventures/events/275885441,NJ,Paramus,300 Bergen Town Center,https://www.google.com/maps/search/?api=1&query=40.914055%2C-74.057270
767,NJ,Fort Lee,Social,Friday Parties @ DL Rooftop/Slate/Vnyl,NYC Social Events/Singles/New Arrival/International,4,40.8509,-73.9712,38605,https://www.meetup.com/NYC-Social-Events-Singles-New-Arrival-International/events/275719619,NY,New York,"95 Delancey Street (On the corner of Delancey & Ludlow), New York, NY ",https://www.google.com/maps/search/?api=1&query=95+Delancey+Street+%28On+the+corner+of+Delancey+%26+Ludlow%29%2C+New+York%2C+NY+%2C+New+York%2C+NY%2C+us
768,NJ,Fort Lee,Social,Speed Dating (21-39 years olds) - VIRTUAL,20s and 30s Going Out Group of Philly,10,40.8509,-73.9712,38605,https://www.meetup.com/20s-and-30s-Going-Out-Group-of-Philly/events/275588805,NY,New York,Online,https://www.google.com/maps/search/?api=1&query=Online%2C+New+York%2C+ny%2C+10001%2C+us
770,NJ,Fort Lee,Social,***Korean Holiday Dinner with NYC Girlfriends at The Bann***,NYC Girlfriend Get-Togethers,23,40.8509,-73.9712,38605,https://www.meetup.com/NYC-Girlfriend-Get-Togethers/events/274426830,NY,New York,350 W 50th St,https://www.google.com/maps/search/?api=1&query=40.762880%2C-73.987976
771,NJ,Fort Lee,Social,Chess Meetup!  - Play Hoboken! ,"Coffee, Beer and Chess - Jersey City/Hoboken",5,40.8509,-73.9712,38605,https://www.meetup.com/jerseychess/events/275828886,NJ,Hoboken,1012 Grand St,https://www.google.com/maps/search/?api=1&query=40.750076%2C-74.032990
772,NJ,Fort Lee,Social,Winter Wonderland Walk (Central Park Social Stroll),"The New York City Social Group (20,000+ members!)",2,40.8509,-73.9712,38605,https://www.meetup.com/NYC-Social/events/275529639,NY,New York,W 67th St,https://www.google.com/maps/search/?api=1&query=40.774240%2C-73.981140
773,NJ,Fort Lee,Social,"Mix & Mingle Meetup (Drink Specials, Ice Breakers)",NYC Fun & Social Singles!,3,40.8509,-73.9712,38605,https://www.meetup.com/NYC-Fun-Social-Singles/events/275154463,NY,New York,60 E 41st St,https://www.google.com/maps/search/?api=1&query=Stout+NYC+%7E+Grand+Central%2C+60+E+41st+St%2C+New+York%2C+NY%2C+10017%2C+us&query_place_id=ChIJTaNaDAFZwokRcQPOZA4DXhM
774,NJ,Fort Lee,Social,Dinner at Brasserie 8 1/2,NYC,5,40.8509,-73.9712,38605,https://www.meetup.com/NYC-Lets-Do-Things-After-Work-20s-and-30s/events/269316083,NY,New York,W 57th St,https://www.google.com/maps/search/?api=1&query=40.763763%2C-73.975010
775,NJ,Fort Lee,Social,Friday Parties @ DL Rooftop/ Slate/Vnyl,Singles NYC International,3,40.8509,-73.9712,38605,https://www.meetup.com/Singles-NYC-International/events/275473516,NY,New York,95 Delancey Street (On the corner of Delancey & Ludlow),https://www.google.com/maps/search/?api=1&query=95+Delancey+Street+%28On+the+corner+of+Delancey+%26+Ludlow%29%2C+New+York%2C+NY%2C+us
776,NJ,Fort Lee,Social,Museum of Ice Cream- TBD,Classy Dimes NYC ✨✨✨,4,40.8509,-73.9712,38605,https://www.meetup.com/classy-dimes-nyc/events/275615173,NY,New York ,558 Broadway Avenue,https://www.google.com/maps/search/?api=1&query=558+Broadway+Avenue%2C+New+York+%2C+NY%2C+10012%2C+us
777,NJ,Fort Lee,Social,A WINTER WARMING MALBEC SATURDAY WINE TASTING PART 2,Bay Ridge Friends,1,40.8509,-73.9712,38605,https://www.meetup.com/bayridgefriends/events/275852084,NY,New York,405 W 44th St,https://www.google.com/maps/search/?api=1&query=40.760090%2C-73.992110
778,NJ,Bridgeton,Outdoors & Adventure,Cohanzick Zoo and Bridgeton City Park,Outdoor Club of South Jersey - Hiking/Camping/Backpacking,25,39.4286,-75.2281,33379,https://www.meetup.com/Outdoor-Club-of-South-Jersey-Hiking/events/275615155,NJ,Bridgeton,45 Mayor Aitken Dr,https://www.google.com/maps/search/?api=1&query=39.440968%2C-75.238914
779,NJ,Bridgeton,Movements,Field Trip - Parvin State Park,Gloucester County Nature Club,12,39.4286,-75.2281,33379,https://www.meetup.com/Gloucester-County-Nature-Club/events/275638255,NJ,Pittsgrove,701 Almond Rd,https://www.google.com/maps/search/?api=1&query=39.510567%2C-75.132690
780,NJ,Franklin,Outdoors & Adventure,Skiing/snowboarding & Snow Tubing at Mountain Creek NJ (transportation provided),"NY to Anywhere, Road Trips Meetup Group (car not needed)",14,41.1101,-74.5886,33153,https://www.meetup.com/New-York-Roadtrips-Meetup-Group/events/275395162,NJ,Vernon Township,200 NJ-94,https://www.google.com/maps/search/?api=1&query=41.190758%2C-74.505450
781,NJ,Franklin,Outdoors & Adventure,Pequannock Watershed - Echo Lake and Kanouse Mountain ,Trail Shrinks,37,41.1101,-74.5886,33153,https://www.meetup.com/trailshrinks/events/273158875,NJ,Newfoundland,Paterson Hamburg Turnpike,https://www.google.com/maps/search/?api=1&query=41.046380%2C-74.436356
782,NJ,Franklin,Health & Wellness,Book of the Month Club,Tree of Health Spirit-Mind-Body Wellness Group,4,41.1101,-74.5886,33153,https://www.meetup.com/Tree-of-Health-Spirit-Mind-Body-Wellness-Group/events/275550946,NJ,Newton,55 Newton Sparta Rd,https://www.google.com/maps/search/?api=1&query=41.042610%2C-74.733086
784,NJ,Franklin,Beliefs,Get-together,Crossover Now Christian Meetup Group,1,41.1101,-74.5886,33153,https://www.meetup.com/crossover-now-christian-meetup-group/events/274845999,NJ,Newton,36 Hampton House Rd,https://www.google.com/maps/search/?api=1&query=Hampton+Diner%2C+36+Hampton+House+Rd%2C+Newton%2C+NJ%2C+07860%2C+us&query_place_id=ChIJJf8a3Mtvw4kR41Xa6G9HP0Q
785,NJ,Franklin,Beliefs,Group Meditation - on hiatus,Bodhi Monastery Buddhist Dharma Discussion,1,41.1101,-74.5886,33153,https://www.meetup.com/Bodhi-Monastery/events/275823336,NJ,Lafayette,67 Lawrence Rd,https://www.google.com/maps/search/?api=1&query=41.050331%2C-74.713173
786,NY,New York,Outdoors & Adventure,Hoboken Critical Mass Light Up The Night Bike Tour,Hoboken Bicycling Meetup,11,40.6943,-73.9249,18713220,https://www.meetup.com/Hoboken-Bicycling-Meetup/events/275420479,NJ,Hoboken,901 Park Ave,https://www.google.com/maps/search/?api=1&query=901+Park+Ave%2C+901+Park+Ave%2C+Hoboken%2C+NJ%2C+07030%2C+us&query_place_id=ChIJyS2VDmJXwokR-pkTQhFPc6Q
787,NY,New York,Outdoors & Adventure,Critical Mass NYC / NJ - January 2021,Critical Mass NYC / NJ,4,40.6943,-73.9249,18713220,https://www.meetup.com/Critical-Mass-NYC-NJ/events/274151373,NJ,Hoboken,901 Park Ave,https://www.google.com/maps/search/?api=1&query=40.747830%2C-74.030460
788,NY,New York,Outdoors & Adventure,Monthly meeting and Trip planning,New York Caving Meetup Group,6,40.6943,-73.9249,18713220,https://www.meetup.com/New-York-Cavers/events/275376807,NY,New York,  569 Hudson St,https://www.google.com/maps/search/?api=1&query=40.735905%2C-74.006180
789,NY,New York,Outdoors & Adventure,GV Hoboken Climbing Session,Hudson County Indoor Rock Climbing,3,40.6943,-73.9249,18713220,https://www.meetup.com/hudson-county-indoor-rock-climbing/events/275892333,NJ,Hoboken ,1423 Clinton Street ,https://www.google.com/maps/search/?api=1&query=40.754820%2C-74.030050
791,NY,New York,Outdoors & Adventure,"First Sunday of the month, a joint walk with Everwalk (may use for Kennedy50)",FreeWalkers,4,40.6943,-73.9249,18713220,https://www.meetup.com/FreeWalkers/events/275895708,NE,Jersey City,1 Audrey Zapp Dr,https://www.google.com/maps/search/?api=1&query=40.708190%2C-74.038210
792,NY,New York,Outdoors & Adventure,Social Distancing 5 Mile Flushing Meadows Hike & Picnic,The New York Afternoon Hiking Meetup,24,40.6943,-73.9249,18713220,https://www.meetup.com/AfternoonHiking/events/275489061,NY,New York,Flushing Meadows Pedestrian Bridge & Roosevelt Ave,https://www.google.com/maps/search/?api=1&query=40.754204%2C-73.845550
793,NY,New York,Outdoors & Adventure,Volunteer Trip - Paddle North - 6 mile round trip,Hoboken Cove Community Boathouse,3,40.6943,-73.9249,18713220,https://www.meetup.com/Hoboken-Cove-Community-Boathouse/events/275865290,NJ,Hoboken,Frank Sinatra Dr,https://www.google.com/maps/search/?api=1&query=40.748386%2C-74.024025
794,NY,New York,Outdoors & Adventure,Hudson Walkway Loop/Reese Park Social Distancing 6 Mile Hike/Walk,"New York Hikes, Happy Hours & Outdoor Adventures",2,40.6943,-73.9249,18713220,https://www.meetup.com/New-York-Hikes-Happy-Hours-and-Outdoor-Adventures/events/275555724,NY,New York,Your Guide will meet you when you get out from the train at Poughkeepsie,https://www.google.com/maps/search/?api=1&query=Your+Guide+will+meet+you+when+you+get+out+from+the+train+at+Poughkeepsie%2C+New+York%2C+NY%2C+us
796,NY,New York,Outdoors & Adventure,New Year Winter Hike and Bonfire: Level 4,SINGLES TRAVEL AND ADVENTURE!,2,40.6943,-73.9249,18713220,https://www.meetup.com/SINGLES-TRAVEL-AND-ADVENTURE/events/275696667,NY,New York,from Grand Central Your guide will meet you in Pougkeepsie,https://www.google.com/maps/search/?api=1&query=from+Grand+Central%2C+New+York%2C+ny%2C+10017%2C+us
797,NY,New York,Outdoors & Adventure,Two Wheel Tuesday @ Skyline Drive-In,NYC Motorcycle Meetup,1,40.6943,-73.9249,18713220,https://www.meetup.com/NYC-Motorcycle-Meetup/events/275872879,NY,Brooklyn,1 Oak St,https://www.google.com/maps/search/?api=1&query=Skyline+Drive+In+NYC%2C+1+Oak+St%2C+Brooklyn%2C+NY%2C+11222%2C+us&query_place_id=ChIJe78hxQZZwokRYHIKHuWDkck
798,NY,New York,Outdoors & Adventure,SCUBA Discovery Experience,NJ  Scuba Meetup Group,5,40.6943,-73.9249,18713220,https://www.meetup.com/scuba-nj/events/275651699,NJ,Lodi,460 Passaic Avenue,https://www.google.com/maps/search/?api=1&query=40.872900%2C-74.089140
799,NY,New York,Outdoors & Adventure,"Newark Community Cycling Group Ride. This is a non-drop ride, discover NEWARK ",Outdoor Adventure Sports,1,40.6943,-73.9249,18713220,https://www.meetup.com/outdooradventuresports/events/275895919,NJ,Newark,14 Rector Street,https://www.google.com/maps/search/?api=1&query=14+Rector+Street%2C+Newark%2C+nj%2C+07102%2C+us
800,NY,New York,Outdoors & Adventure,Everything has a Silver Lining ,Staten Island Hiking Meetup,3,40.6943,-73.9249,18713220,https://www.meetup.com/Staten-Island-Hiking-Meetup/events/275709345,NY,Staten Island,Silver Lake Park Road/Corner of Forest Avenue,https://www.google.com/maps/search/?api=1&query=Silver+Lake+Park+Road%2FCorner+of+Forest+Avenue%2C+Staten+Island%2C+NY%2C+10301%2C+us
801,NY,New York,Outdoors & Adventure,Nitrox Diver Course,NJ Warren Scuba Group,1,40.6943,-73.9249,18713220,https://www.meetup.com/Scuba-Divers-Travel-Network-SDTN/events/275158311,NJ,Lodi,460 Passaic Avenue,https://www.google.com/maps/search/?api=1&query=40.872580%2C-74.089320
802,NY,New York,Family,Singalong and Story Time for Kids,Family fun in Brooklyn,2,40.6943,-73.9249,18713220,https://www.meetup.com/Family-fun-in-Brooklyn/events/275873427,NY,Brooklyn,695 5th Ave,https://www.google.com/maps/search/?api=1&query=40.661053%2C-73.993462
803,NY,New York,Family,My Gym Little Bundles Classes,JCFamilies,1,40.6943,-73.9249,18713220,https://www.meetup.com/JCFamilies/events/275886037,NJ,Jersey City,252 9th St,https://www.google.com/maps/search/?api=1&query=My+Gym+Jersey+City%2C+252+9th+St%2C+Jersey+City%2C+NJ%2C+07302%2C+us&query_place_id=ChIJ4zCr0U1XwokRIuPy2hdo2Yo
806,NY,New York,Learning,Central Park Speakers (IN PERSON) - Public Speaking Practice ,Central Park Speakers (in person),4,40.6943,-73.9249,18713220,https://www.meetup.com/Central-Park-Speakers-IN-PERSON/events/275874023,NY,New York,10 Columbus Cir,https://www.google.com/maps/search/?api=1&query=The+Shops+at+Columbus+Circle%2C+10+Columbus+Cir%2C+New+York%2C+NY%2C+10019%2C+us&query_place_id=ChIJp3PsL_ZYwokRdBcE-3KTjrg
807,NY,New York,Learning,Private Hands on  Ultrasound Training in Regional Anesthesia & Pain Mgt.,Ultrasound Guided Interventional Pain & Regional Anesthesia,1,40.6943,-73.9249,18713220,https://www.meetup.com/ultrasound-guided-interventional-pain-regional-anesthesia/events/275896163,NY,New York,675 3rd Ave,https://www.google.com/maps/search/?api=1&query=Meet+in+Place+Midtown%2C+675+3rd+Ave%2C+New+York%2C+NY%2C+10017%2C+us&query_place_id=ChIJaerUsvlZwokRchP3UwiPvAA
808,NY,New York,Learning,Jolly January,Humorous Toastmasters,3,40.6943,-73.9249,18713220,https://www.meetup.com/Toastmasters-New-York/events/275917096,NY,New York,Online,https://www.google.com/maps/search/?api=1&query=Online%2C+New+York%2C+ny%2C+10001%2C+us
809,NY,New York,Learning,Socrates Cafe,"Socrates Cafe of Teaneck, NJ",9,40.6943,-73.9249,18713220,https://www.meetup.com/Socrates-Cafe-Teaneck/events/275419550,NJ,Teaneck,687 Larch Ave,https://www.google.com/maps/search/?api=1&query=40.888088%2C-74.026237
810,NY,New York,Learning,ZOOM EVENT: HOW DOES SOCIAL CONTRACT THEORY GUIDE US?,Cafe Philo New York,2,40.6943,-73.9249,18713220,https://www.meetup.com/New-York-Cafe-Philo/events/275901201,NY,New York,10 South William St,https://www.google.com/maps/search/?api=1&query=40.704727%2C-74.010640
811,NY,New York,Learning,Toastmasters Meeting,Bay Ridge Toastmasters,1,40.6943,-73.9249,18713220,https://www.meetup.com/Bay-Ridge-Toastmasters/events/275896680,NY,New York,800 Poly Place,https://www.google.com/maps/search/?api=1&query=800+Poly+Place%2C+New+York%2C+NY%2C+11209%2C+us
812,NY,New York,Writing,The Cornwall Writers' Circle,The Cornwall Writers Circle,4,40.6943,-73.9249,18713220,https://www.meetup.com/The-Cornwall-Writers-Circle/events/275886062,NY,New York,See Description Box for,https://www.google.com/maps/search/?api=1&query=40.742947%2C-73.984604
814,NY,New York,Writing,Astoria Writers Write(!),Astoria Writers Group,6,40.6943,-73.9249,18713220,https://www.meetup.com/astoriawritersgroup/events/274487949,NY,Astoria,3801 35th Ave,https://www.google.com/maps/search/?api=1&query=40.755497%2C-73.922523
816,NY,New York,Writing,Writing Workshop,Panera Collective -- Novel Writing Workshop,1,40.6943,-73.9249,18713220,https://www.meetup.com/Panera-Collective/events/275831786,NY,Brooklyn,345 Adams St.,https://www.google.com/maps/search/?api=1&query=40.692776%2C-73.988472
818,NY,New York,Writing,NYC Shut Up & Write Meetup! - Columbus Circle,Shut Up & Write!® NYC,1,40.6943,-73.9249,18713220,https://www.meetup.com/shutupandwriteNYC/events/275897875,NY,New York,61 W 62nd St,https://www.google.com/maps/search/?api=1&query=David+Rubenstein+Atrium+at+Lincoln+Center%2C+61+W+62nd+St%2C+New+York%2C+NY%2C+10023%2C+us&query_place_id=ChIJDyq28vVYwokRuzPLGeJGAC0
